歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
晚安 (Live),神游世界巡回演唱会 台北旗舰场,"
				晚安 - 林宥嘉 
 天 空白着夜晚 
 城市一片灯火扰乱 
 风 吹过看不见的天堂 
 是谁还在忙碌地追赶 
 晚安 让记忆松绑 
 忘掉所有痛苦悲伤 
 让 所有听不见的呐喊 
 随着黑夜一起埋葬 
 月 亮在你心坎 
 可曾把你的梦点燃 
 心 疼你每一步的成长 
 擦干眼泪变得更勇敢 
 晚安 卸下了翅膀 
 轻轻打开梦里的窗 
 路 尽管依然会有阻挡 
 让我陪你一起飞翔 
 梦 想去的地方 
 因为不变所以简单 
 爱 如果早已经被遗忘 
 我的歌声不会有伤感 
 晚安 静静地安躺 
 躺在可以放心的床 
 夜 因为有了梦才宽敞 
 因为有你所以温暖
				",林宥嘉,武雄,陈小霞,陈小霞,660,55
飘 (Live),神游世界巡回演唱会 台北旗舰场,"
				我看着天上一朵云 飘着  而风呢
我听着风里一首歌 哼着  而你呢
在花与花和你拥抱的草原 我笑着
在夜与黑和我独处的房间 你哭了
你爱上风中的歌 用什么交换都值得
只要快乐
晴天里我为你放歌 阴天里我沉沉睡了
而你离开了
在花与花和你拥抱的草原 我笑着
在夜与黑和我独处的房间 你哭了
终于沉默代替我们 就像风吹来云飘走了
你爱上风中的歌 用什么交换都值得
只要快乐
晴天里我为你放歌 阴天里我沉沉睡了
而你离开了
				",林宥嘉,黄建为,黄建为,,329,96
心酸 (Live),神游世界巡回演唱会 台北旗舰场,"
				心酸-林宥嘉 
 作词：施人诚 作曲：丁世光 
 走不完的长巷 原来也就那么长 
 跑不完的操场 原来小成这样 
 时间的伤 翻云覆雨了什么 
 从我手中 夺走了什么 
 闭上眼看 十六岁的夕阳 
 美得像我们一样 
 边走边唱 天真浪漫勇敢 
 以为能走到远方 
 我们曾相爱 想到就心酸 
 人潮拍打上岸 一拨拨欢快的浪 
 校门口老地方 我是等候堤防 
 牵你的手 人群里慢慢走 
 我们手中 曾有全宇宙 
 闭上眼看 最后那颗夕阳 
 美得像一个遗憾 
 挥霍哀伤 青春兵荒马乱 
 我们潦草地离散 
 明明爱啊 却不懂怎么办 
 让爱强忍不折断 
 为何生命 不准等人成长 
 就可以锈成过往 
 我曾拥有你 真叫我心酸
				",林宥嘉,施人诚,丁世光,,500,1024
想念 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:想念]
[ar:林宥嘉]
[al:美妙生活]
林宥嘉 - 想念

曲：叶怀佩 词：施人诚


夜深忽然想起 那年年轻的我和你

多少日子过去 我们都卷入人海里
还能不能再相遇
笑声眼泪拥抱离别
这些那些 忽然很想念 想念
从前从前多久以前
你已忘记 或是也想念 想念


一定有一个什么原因
让我 这时候想起你

你会知道答案吗
如果 命运竟然同意 我们再相遇
笑声眼泪拥抱离别
一去不回 只剩下想念 想念
从前从前多久以前
那样爱过 怎能不想念 想念
那些逝去时光到底都被藏在哪里
你在哪里 在爱里 或孤单里

笑声眼泪拥抱离别
那么热烈 但只能想念 想念
从前从前已经遥远
我真感谢 有你能想念 想念
				",林宥嘉,施人诚,,,336,65
再别康桥 (Live),神游世界巡回演唱会 台北旗舰场,"
				林宥嘉 - 再别康桥 
  ★ 活在当下 制作 
 轻轻的我走了 
 正如我轻轻的来 
 我轻轻地招手 
 作别西天的云彩 
 那河畔的金柳 
 是夕阳中的新娘 
 波光里的艳影 
 在我心头荡漾 
 寻梦撑一支一支长篙 
 向青草更青处漫溯 
 满载一船一船星辉 
 在星辉斑斓里放歌 
 软泥上的青荇 
 油油的在水底招摇 
 在康河的柔波里 
 我甘心做一条水草 
 那榆阴下的一潭 
 不是清泉是天上虹 
 揉碎在浮藻间 
 沉淀着彩虹似的梦 
 但我不能不能放歌 
 悄悄是别离的笙箫 
 夏虫也为我为我沉默 
 沉默是今晚的康桥 
 悄悄的我走了走了 
 正如我悄悄的来 
 我挥一挥衣袖衣袖 
 不带走一片云彩 
  ★ 活在当下 制作 
  ★ 活在当下 制作
				",林宥嘉,徐志摩,,,223,54
请说 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:请说]
[ar:林宥嘉]
[al:神秘嘉宾]
林宥嘉 - 请说

坐著说 站著说 
你想要 说什麽 
月亮怎么这样微 弱~~ 
空气的 不转动 呵~ 

你看我 看什么 
我不是 叫传说 
弯要云的我 在牵着 
你不要在问我 帆船要去什么 

我要听你说 能不能告诉我 
借给你我耳朵 说 说 说 
我要听你说 能不能告诉我 
你说了什么 我好象听过 

快点说（说）快点说 快点说~
说你觉得我 真的 不错 
或许我 你爱我 
多么高兴你认识我 

我要听你说 能不能告诉我 
画面这和祥的力量 该 说什么 
我要听你说 能不能告诉我 
把忙完了锁思绪才满有 

我要听你说 你说了什么 
我在看你说 你说了什么
我要听你说 有些激动 
我在看你说 或许在说 

谢谢对镜子说 看你自己懂不懂 
恳求每夜都去说 
走走 快对的人多
SORRY 我听不懂 
下个人也许会懂 
开口闭口都在噘 
我 我~~该怎么接受 
我不能接受 啊~~ 
我不能接受 啊~~~
				",林宥嘉,,,,616,1021
残酷月光 (Live),神游世界巡回演唱会 台北旗舰场,"
				让我爱你 然后把我抛弃
我只要出发 不要目的
我会一直想你 忘记了呼吸
孤独到底 让我昏迷
如果恨你 就能不忘记你
所有的面目 我都不抗拒
如果不够悲伤 就无法飞翔
可没有梦想 何必远方
我一直都在流浪
可我不曾见过海洋
我以为的遗忘
原来躺在你手上
我努力微笑坚强
寂寞筑成一道围墙
也敌不过夜里
最温柔的月光
如果恨你 就能不忘记你
所有的面目 我都不抗拒
如果不够悲伤 就无法飞翔
可没有梦想 何必远方....
我一直都在流浪
可我不曾见过海洋
我以为的遗忘
原来躺在你手上
我努力微笑坚强
寂寞筑成一道围墙
也敌不过夜里
最温柔的月光
我一直都在流浪
可我不曾见过海洋
我以为的遗忘
原来躺在你手上
我努力微笑坚强
寂寞筑成一道围墙
也敌不过夜里
最温柔的月光
				",林宥嘉,向月娥,陈小霞,陈辉阳,1495,1039
耳朵 (Live),神游世界巡回演唱会 台北旗舰场,"
				耳朵 - 林宥嘉 
 作曲：陈小霞 作词：姚若龙 
 太亲密的关系 像不像海底 
 看着温柔的草 美丽的鱼 
 屏息太久 一瞬间快不能呼吸 
 秘密会不会是某种氧气 
 有没有一种孤僻能被允许 
 当着最爱的人 面无表情 
 躲在自己的世界 混乱或战栗 
 就是单纯的不想被干预 
 翻完我的简讯 我的信 
 能不能 顺便翻翻我的心情 
 我们有个件不同的心灵 
 所以有动线不同的情绪 
 当爱情只剩嘴巴 少了耳朵 
 就变得你只相信你猜测的 
 当感应在你我之间不再流动 
 该怎么说 没死不代表活着 
 当爱情只剩眼睛 少了耳朵 
 就变得你只看到你怕看的 
 我努力越解释 你越流泪激动 
 但有些事不仔细听 不会懂 
 翻完我的简讯 我的信 
 能不能 顺便翻翻我的心情 
 我们有个件不同的心灵 
 所以有动线不同的情绪 
 当爱情只剩嘴巴 少了耳朵 
 就变得你只相信你猜测的 
 当感应在你我之间不再流动 
 该怎么说 没死不代表活着 
 当爱情只剩眼睛 少了耳朵 
 就变得你只看到你怕看的 
 我努力越解释 你越流泪激动 
 但有些事不仔细听 不会懂
				",林宥嘉,陈小霞,,,758,1026
唐人街 (Live),神游世界巡回演唱会 台北旗舰场,"
				撒把葱花加个蛋 不在扬州的炒饭
心里正在怨都快关门 谁还未买单
你说馄饨卖不完 正好拿来作晚餐
我看着窗外的珍珠港 配乐是偿还

逛一条随机的街 (柏林或米兰的街)
找一种注定的感觉 
(噢就是这里的感觉)
我不惜环游全世界 踏破了铁鞋 
来赴这前生之约

找一条有你的街 (开罗或京都的街)
找一种回家的感觉 
(是时候停下的感觉)
传说中的归根落叶 曾经多不屑
原来最渴望的 不过这些

熨着别人的衬衣 想着我们的孩子
叫什名字 小珠桃子 还是Naomi

逛一条随机的街 (柏林或米兰的街)
找一种注定的感觉 
(噢就是这里的感觉)
我不惜环游全世界 踏破了铁鞋
来赴这前生之约

找一条有你的街 (开罗或京都的街)
找一种回家的感觉 
(是时候停下的感觉)
传说中的归根落叶 曾经多不屑 
原来最渴望的 不过这些

大红的灯笼高高挂
处处是古董和字画
虽然很廉价 总算像个家

普天下的唐人街 (普天下的唐人街)
都是个巨大情意结 
(牌坊后华丽的幻觉)
可是你飘泊在天涯 一万零一夜
一定想回家过节

在一条陌生的街(华沙或首尔的街)
种一种熟悉的感觉 
(流浪将因你而终结)
我已经环游了世界 踏破了铁鞋
是时候过一些 平凡的夜
				",林宥嘉,,,,604,1026
说谎 (Live),神游世界巡回演唱会 台北旗舰场,"
				是有过几个不错对象 说起来并不寂寞孤单
可能我浪荡 让人家不安 才会结果都阵亡

我没有什么阴影魔障 你千万不要放在心上
我又不脆弱 何况那算什么伤 反正爱情不就都这样

我没有说谎 我何必说谎
你懂我的 我对你从来就不会假装
我哪有说谎 请别以为你有多难忘 
笑是真的不是我逞强

我好久没来这间餐厅 没想到已经换了装潢
角落那窗口 闻得到玫瑰花香 被你一说是有些印象

我没有说谎 我何必说谎
你知道的 我缺点之一就是很健忘
我哪有说谎 是很感谢今晚的相伴 
但我竟然有些不习惯

我没有说谎 我何必说谎
爱一个人 没爱到难道就会怎么样
别说我说谎 人生已经如此地艰难 
有些事情 就不要拆穿

我没有说谎 是爱情说谎
它带你来 骗我说渴望的有可能有希望
我没有说谎 祝你做个幸福的新娘
我的心事请你就遗忘
				",林宥嘉,施人诚,李双飞,,1224,1046
傻子 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:傻子]
[ar:林宥嘉]
[al:电影《爱（LOVE）》主题曲]
林宥嘉 - 傻子

作词：郑楠
作曲：郑楠


等爱的人很多 不预设你会在乎我
难道一生的时间 都用来换 和你一个误会
谁能真的让谁 幸福到故事的结尾
何必那么的慌张
有时清醒 才是错误的开始

我不需要 也不重要
做一个傻子多么好
我不明白 也不需要明白
就让我这样到 老~~

谁能真的让谁 幸福到故事的结尾
何必那么的慌张
有时清醒 才是错误的开始
我不需要 也不重要
做一个傻子多么好
我不明白 也不需要明白
就让我这样就很好
没什么紧要
只需要你轻轻一个拥抱
就算不留下什么也无所谓
就算留下了什么也都珍贵 珍贵 珍贵~

做傻子多么好
我不明白 也不需要明白
就让我这样到老
这样到老
				",林宥嘉,郑楠,郑楠,,3436,1070
想自由 (Live),神游世界巡回演唱会 台北旗舰场,"
				想自由 - 林宥嘉 
 词：姚若龙 曲：郑楠 
 每个人都缺乏什么 
 我们才会瞬间就不快乐 
 单纯很难 包袱很多 
 已经很勇敢 还是难过 
 许多事情都有选择 
 只是往往事后我才懂得 
 情绪很烦 说话很冲 
 人和人的沟通 有时候没有用 
 或许只有你 懂得我 
 所以你没逃脱 
 一边在泪流 一边紧抱我 
 小声地说 多么爱我 
 只有你 懂得我 
 就像被困住的野兽 
 在摩天大楼 渴求 自由 
 一路嗅着追着美梦 
 爬上屋顶意外跌得好重 
 不觉得痛 是觉得空 
 城市的幻影 有千百种 
 就算爱也会变冷的 
 可是现在抱的你是暖的 
 我不晓得 我不舍得 
 为将来的难测 就放弃这一刻 
 或许只有你 懂得我 
 所以你没逃脱 
 一边在泪流 一边紧抱我 
 小声地说 多么爱我 
 只有你 懂得我 
 就像被困住的野兽 
 在摩天大楼 渴求 自由 
 或许只有你 懂得我 
 所以你没逃脱 
 一边在泪流 一边紧抱我 
 小声地说 多么爱我 
 只有你 懂得我 
 就像被困住的野兽 
 在摩天大楼 渴求 自由 
 在摩天大楼 渴求 自由
				",林宥嘉,,,,2675,1056
早开的晚霞 (Live),神游世界巡回演唱会 台北旗舰场,"
				歌名：早开的晚霞 
 歌手：林宥嘉 
 作词：易家扬 作曲：李思菘 
 专辑：美妙生活 
 Music~ 
 天要黑了吗要告别了吗 
 能不能多留一下别管那晚霞 
 反正我比你更熟悉那黑暗 
 没有你陪我也得回家 
 你不舍得吗你会想念吗 
 如果想到我会哭你会心疼吗 
 有谁来教我忘记你的方法 
 你的笑啊和你的泪啊还有血红的晚霞 
 所谓的宽容坚强我做不到啊 
 往後的寂寞年华怎麽去消化 
 我没有给你翅膀你为什麽要飞翔 
 剩我一个人听他们劝我你在天堂 
 不安的手掌撒娇的模样 
 你像个天使一样那麽会歌唱 
 奇怪我最近关於你的印像 
 你的笑啊和你的泪啊都好像还没长大 
 所谓的宽容坚强我做不到啊 
 往後的寂寞年华怎麽去消化 
 我没有给你翅膀你为什麽要飞翔 
 剩我一个人在回忆蹒跚 
 天会亮也会暗心会跳会死亡 
 那时候的晚霞才能算开得正好 
 晚谢的我的黑发在哪里落下 
 早开的你的夕阳美得不像话 
 好端端在我摇篮流浪到什麽天堂 
 若我想抱你要怎麽到达 
 所谓的宽容坚强我做不到啊 
 往後的寂寞年华怎麽去消化 
 我没有给你翅膀你为什麽要飞翔 
 剩我一个人听他们劝我你在天堂 
 The end~
				",林宥嘉,陈信延/易家扬,李思菘,,1599,1020
眼色 (Live),神游世界巡回演唱会 台北旗舰场,"
				﻿[ti:眼色]
[ar:]
[al:]
[by:]
[1:13.91]人面狮身的谜语
[1:17.29]已经被解开
[1:21.13]莎士比亚的对白
[1:24.81]不再精彩
[1:28.5]伊利莎白泰勒的眼眶
[1:31.7]流下埃及艳后古老的眼泪
[1:34.80]拜拜 飞快而永远
[1:42.35][3:32.37]只有身体在狂欢
[1:45.54][3:35.59]心就没负担
[1:48.84][3:39.5]耳朵被音乐塞满
[1:52.71][3:42.84]抛向云端
[1:55.83][3:46.46]没有什麼不能 被改变
[1:59.58][3:49.45]就像没有什麼 值得被改变
[2:3.17][3:53.11]一整夜 眨眼一瞬间
[2:10.64][2:38.62][4:0.7][4:28.1]谁来烧热 我眼睛的黑色
[2:17.24][4:6.36]谁能逃得出 我的催眠
[2:24.42][4:13.69]我会让你 心甘情愿 把一切都给我
[2:31.30][4:20.74]只要 看著我的双眼
[2:45.30][4:34.89]谁能止得住 我得乾渴
[2:52.22][4:41.55]我会让你 跌入 深不见底的快乐
[2:58.85][4:48.39][5:11.33]无法 忘记我的双眼
				",林宥嘉,,,,214,61
慢一点 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:慢一点]
[ar:林宥嘉]
[al:神秘嘉宾]
林宥嘉 - 慢一点
曲:小宇 词:施人诚 


花如果一夜之间 开成花园  
麦如果两天酿成 十二年  
是很方便 但我们 又不是 没时间  
要这方便 人干嘛 要活这 几十年  

别急著抵达终点 过程才是关键  
是那些琐碎细节 才最值得纪念  
就让我们慢一点 光阴已经似箭 多危险  
就请明天慢一点 每天度日如年 多新鲜  

梦如果上网下载 就能实现  
爱如果按下按键 就永远  
是很方便 但这样 会不会 太可怜  
要这随便 把人生 弄得像 一碗泡面  

别急著跳到结尾 错过美好迂回  
没无关痛痒情节 结局就不珍贵  
就让我们慢一点 光阴已经似箭 多危险  
就请明天慢一点 每天度日如年 多新鲜  

慢一点 慢一点 留时间 给时间  
慢一点 慢一点 叫明天 等几天  
慢一点 慢一点 陪时间 荡秋千  
慢一点 慢一点 约从前 明天见
				",林宥嘉,施人诚,,,331,67
Runaway Mama (Live),神游世界巡回演唱会 台北旗舰场,"
				她惺忪着眼袋 帮宝贝 穿好制服
时候到去阳台 帮老公 晒 四角内裤
一边预录选秀节目 一边逛逛脸书 熬过发霉的下午
她注视着火炉 忽然间 梦 历历在目

从前有位少女 她快乐 在漫舞

Runaway runaway runaway义无反顾 yeah
打翻了酱醋 丢抹布 她要爬出坟墓
远处漫天华丽云朵 在飘浮 yeah
Runaway runaway她跳出新 旅途

她毅然放下屠刀 不当谁 万能的师奶
脱下了围裙 为自己 绑上了芭蕾舞鞋带
她的舞步自成一派 她 管他如何冷眼看待 只为了自己而旋转 喔 
他终于要 跟她摊牌 嘿 最好给我回来 这 地狱厨房 别 妄想舞台 嘿 嘿 喔

她迎着 暴烈的风雨 在漫舞

Runaway runaway runaway义无反顾 yeah
一个人摸黑 忍着泪 她要穿越迷雾 
天边星宿就像梦想 在飞舞 yeah
Runaway runaway runaway runaway runaway 不再害怕wu

听着梦的配乐 她昂首 在漫舞

Runaway runaway runaway 义无反顾yeah
她终于找回 她是谁 继续这场演出
远处太多良辰美景 要追逐 yeah
Runaway runaway 你为了谁 赶路

制作：Skot Suyama (陶山)
吉他 & 贝斯：Skot Suyama (陶山)
鼓：Murray Sheridan, recorded at 3 Monkeys Music, Sydney, Australia 
和声：林宥嘉
录音室：[Skot's House] 陶山录音室
混音：Brian Paturalski
OP：HIM Music Publishing Inc.
OP：Tao Shan Music Co. , Ltd. 陶山音乐有限公司 
SP：Sony Music Publishing (Pte) Ltd. Taiwan Branch
ISRC-TW-D95-12-34102
				",林宥嘉,,,,237,50
感同身受 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:感同身受]
[ar:林宥嘉]
[al:感官/世界]
林宥嘉 - 感同身受
词:林夕 曲:Skot Suyama

有谁流过眼泪 请说
有谁没有哭过 请说
你也怎么能爱过
如果那个是我
可能比你更失落

我想说
每个人都差不多
不一样的血肉之躯在痛苦快乐面前
我们都平起平坐
全世界的脉搏（像你像我）
让我们用心抚摸（是你是我）
别人的眼泪随时来自你和我的双眼
有那么多人在寂寞
就没有人寂寞

有谁曾经要死要活
想象连呼吸也很难过
给我会怎么做
有同样的遭遇
是否有相同结果

我想说
每个人都差不多
不一样的血肉之躯在痛苦快乐面前
我们都平起平坐
在同一本小说（像你像我）
主角无分你我（是你是我）
别人的遗憾当中看到自己犯过的错
有那么多人在寂寞
就没有人寂寞

（那些笑容）都是为了什么
（那些折磨）是怎么样解脱
（让人快乐）我们都会快乐
（让人寂寞）谁还敢说寂寞

・・・ending・・・
				",林宥嘉,Skot Suyama,,,932,1029
歇斯底里 (Live),神游世界巡回演唱会 台北旗舰场,"
				情绪high到最高点 
紧绷的脊椎 就像马上要断的弦
悄悄话要用丹田
否则观众会听不见
心跳要提高分贝
求个天崩地裂

别怪我天生太热血
把梦变成摇滚乐
歇斯底里救世界
有什不对
喔 再憔悴都奉陪
喔 再轮回我都不会累

浅尝即止太浪费 
麻痹了味蕾 连狩猎都失去滋味
有感情不怕发挥
有欲望为何要荒废
不爱则已无所谓
一爱就要崩溃

别怪我天生太热血
把梦变成摇滚乐
歇斯底里救世界
有什不对
喔 叫热泪都煮沸
喔 叫触须更敏锐
喔 叫一万次都不会累
理智深埋在知觉的墓碑
感性万岁想入非非

多一点我要多一点
快一点谁还慢一点
临界点没有边界
不检点让我自便

别怪我天生太热血
把梦变成摇滚乐
歇斯底里救世界
有什不对
喔 用一生去体会
喔 疯狂去体会 (谁叫这世界太美)
喔 歇斯底里忠於感觉
理智深埋在知觉的墓碑
感性万岁想入非非

喔 谁比谁狼狈 (其实都没差别)
喔 谁比谁快一步陶醉
喔 谁比谁先获得智慧
理智深埋在知觉的墓碑
感性万岁想入非非
歇斯底里救世界

・・・ending・・・
				",林宥嘉,Terrytyele,,,225,58
金粉世家 (Live),神游世界巡回演唱会 台北旗舰场,"
				一张脸一双眼晶亮如琉璃瓦
一道眉一双唇雕琢如瘦金笔划
拨弄着丝绸的头发
款摆着苏绣的面纱
柔指拈出富泰如牡丹花
一回首一抬头飞扬了浪淘沙
一举手一投足钩勒了金粉世家
绝代如汉唐的风华
贵气如千金的步伐
走出以金箔写成的字画
好想抱你一下
偏隔着满怀黄金甲
钻石造的心肠
问我怎麽把你软化
你的嗓门 太大
沙哑得像讨价还价
怎能说出一句 有感情 的白话
不出门一出门就要骑彩陶马
不装扮一装扮就比美江山如画
在时代尖端的下巴
珍藏了古玩的象牙
呢喃着胭脂水粉的浪花
好想抱你一下
偏隔着满怀黄金甲
钻石造的心肠
问我怎麽把你软化
你的嗓门 太大
沙哑得像讨价还价
怎能说出一句 有感情 的白话
好想抱你一下
偏隔着满怀黄金甲
钻石造的心肠
问我怎麽把你软化
你的嗓门 太大
沙哑得像讨价还价
可我比你贫乏 没黄金 甲天下
				",林宥嘉,林夕,于逸尧,,1947,1052
自然醒 (Live),神游世界巡回演唱会 台北旗舰场,"
				歌名：自然醒 
 歌手：林宥嘉 
 作词：黄伟文 作曲：李拾壹 
 专辑：美妙生活 
 Music~ 
 散步纽约街头 快要吻的时候 
 闪耀你唇上的温柔 怎么忽然变成 电钻钻头 
 一楼四楼七楼 Stereo大合奏 
 成年以来一直 睡不够 
 干嘛休假楼上总有人 装修 
 一觉～睡到自然醒过来 
 不管 这个胡闹时代到底有多坏 
 只想在潜意识 第六层内　 
 没有心情 不出来 
 说来～这个事情也奇怪　 
 只要三步之内有你在 
 我拳头 就放开 睡得像小孩 
 有人按错门铃 有人打错电话 
 有人制造喧哗的八卦 
 麻烦大家让我静一下 好吗 
 一觉～睡到自然醒过来 
 不管 这个胡闹时代到底有多坏 
 只想在潜意识 第六层内　 
 没有心情 不出来 
 说来～这个事情也奇怪　 
 只要三步之内有你在 
 我拳头 就放开 睡得像小孩 
 一觉～ 睡到自然醒过来　 
 不管 这个胡闹时代到底有多坏 
 世界变得再快 是非成败 
 一旦抱你入怀 置身事外 
 一觉～睡到自然醒过来　 
 不管 这个胡闹时代到底有多坏 
 只想在潜意识 第六层内　 
 没有心情 不出来 
 说来～这个事情也奇怪　 
 只要三步之内有你在 
 防护罩 就张开 睡得像小孩 ~ 
 最近睡得很坏 最好你搬过来 
 The end~
				",林宥嘉,,,,766,91
不换 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:不换]
[ar:林宥嘉]
[al:美妙生活]
林宥嘉 - 不换

曲：王浩 词：蓝小邪


光 要眼睛 流的汗 来交换
风 觊觎那双 折不断 的臂弯

温暖 要胸口够宽
才肯留下来 做个伴

是要我多慷慨 才对我宠爱
但心花的灿烂 约好了不换


青春 只要用遗憾
才能够证明 不遗憾

爱 总要被爱 才可以好像 不悲哀

非要我多明白 才给我未来
我血里的澎湃 约好了不换
我愿献出 自己 只愿 留下 自我

这世界多爽快 什么都能换

可惜我的痛快 什么都不换
				",林宥嘉,蓝小邪,,,138,51
另一个自己 (Live),神游世界巡回演唱会 台北旗舰场,"
				演唱：林宥嘉

我发射我的歌当作讯号
去找你或被你 找到
我升起我的梦当成座标
去导引你前来 拥抱

不同的脸孔 但同步心跳 同一套细胞

我就是你 你就是我 另一个自己
我在这里 你在哪里 哪天能相遇
你寂寞吗
(我就是你 你就是我)

不被谁了解 有什麼重要
这世界上有你 就好

不同的姓名 但同样渺小 又同样骄傲

我就是你 你就是我 另一个自己
是因为你 才不哭泣 不怀疑自己
我很努力 为了让你 看得起自己
你知道吗
				",林宥嘉,施人诚,宋念宇(小宇),宋念宇(小宇),175,67
离开地球表面 (Live),神游世界巡回演唱会 台北旗舰场,"
				离开地球表面 (Live) - 五月天+林宥嘉
词：阿信
曲：阿信
编：五月天 / 周恒毅

丢掉手表 丢外套
丢掉背包 再丢唠叨
丢掉电视 丢电脑
丢掉大脑 再丢烦恼
冲啥大 冲啥小
冲啥都有人唱反调
恨得多 爱得少
只想越跳越疯
越跳越高
把地球甩掉
一颗心
噗通噗通的狂跳
一瞬间
烦恼烦恼烦恼全忘掉
我再也不要
再也不要
委屈自己一秒
我甩掉地球
地球甩掉
只要越跳 越高
野心大 胆子小
跳舞还要靠别人教
come on
jump jump jump jump
				",林宥嘉,阿信,阿信,五月天 / 周恒毅,1366,1073
罗密欧与茱丽叶 (Live),神游世界巡回演唱会 台北旗舰场,"
				罗密欧与茱丽叶 (Live) - 五月天+林宥嘉
词：阿信
曲：阿信
编：五月天

而没有轰轰烈烈剧情
而没有朱门恩怨背景
但是在两人眼里心底
翻覆的天地

而开始总是一场沉迷
而我在你家楼下等你
于是我糊涂说出一句
我不能没有你
唱过了一首又一首插曲
枕头之上的漫长旅行
我已经开始有点忘记
当初的原因
有一种狂热
让我们生病
一场华丽
而快乐的病
睁开了双眼
看不到东西
oh yeah
其实是莎翁一场诡计
故事的终点不是殉情
被困在童话之外
我和你
要往哪里去
而爱情本来就是种考验
当耗尽所有激情与好奇
上天给人们一些小甜蜜
和一卡车难题
有一个漩涡
让我们躲避
真实世界
有什么刺激
闭上了双眼
却看到了你
oh yeah
多希望世界
就快要消失
好让我俩享受
没有明天
即使是电光石火幻觉
罗密欧与茱丽叶
				",林宥嘉,阿信,阿信,,1955,1060
神秘嘉宾 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:神秘嘉宾]
[ar:林宥嘉]
[al:神秘嘉宾]
林宥嘉 - 神秘嘉宾
作词：陈信延
作曲：郑楠
专辑：神秘嘉宾
我踩着梦的阶梯 走进了 一座迷雾森林
谁的心事 被天使窃听 泛起涟漪

时间它帮我设计 下一秒 谁是神秘嘉宾
小心翼翼 揭开了面具 掌声鼓励

谁闯进我的场地 谁让我措手不及
我早就预备的剧情 你却给我一笔
狡猾地 致命地正中我红心

我跟谁变得亲密 谁逐渐离我远去
华丽演出共襄盛举 唯有你的背影
友情客串却留下刻骨铭心的回忆

你按了我的门铃 我终於 从呵欠中苏醒
紧张兮兮 对你说一句 欢迎光临

全场观众都离席 剩下我 还在原地寻觅
耳边听着 谢幕的歌曲 走不出去

谁闯进我的场地 谁让我措手不及
我早就预备的剧情 你却给我一笔
狡猾地 致命地正中我红心

我跟谁变得亲密 谁逐渐离我远去
华丽演出共襄盛举 唯有你的背影
友情客串却留下刻骨铭心的回忆

我搬到谁的隔壁 谁成了我的邻居
鸣谢生命有你参与 笑纳我的邀请
曲终人散却写下不会结束 的结局
				",林宥嘉,陈信延,郑楠,,815,131
诱 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:诱]
[ar:林宥嘉]
[al:大小说家]
林宥嘉 - 诱

词：施人诚 曲：JerryC


这种笑容我没见过
你是不是在暗示什
眼神这样算不算秋波
那是线索 还是告诉我千万别想太多

像颗糖 好诱惑 甜到梦里有粉红 小花朵
一朵一朵慢动作飘落
一朵一朵慢动作在飘落

像杯酒 太诱惑 琥珀色的安乐窝 摇晃我
好想醉倒在你怀中

终於体会暗香流动
原来就是你发梢的风
原谅我的词汇不够用
无法形容 你是怎样把我卷进漩涡

Dalalalala darling 好想把你拥入怀中
				",林宥嘉,JerryC,,,568,83
你是我的眼 (Live),神游世界巡回演唱会 台北旗舰场,"
				[ti:你是我的眼]
[ar:林宥嘉]
[al:爱☆星光]
你是我的眼 - 林宥嘉
☆③☆②☆①☆
如果我能看得见　就能轻易的分辨白天黑夜
就能准确的在人群中牵住你的手

如果我能看得见　就能驾车带你到处遨游
就能惊喜的从背后给你一个拥抱

如果我能看得见　生命也许完全不同
可能我想要的我喜欢的我爱的　都不一样

眼前的黑不是黑　你说的白是什么白
人们说的天空蓝　是我记忆中那团白云背后的蓝天
我望向你的脸　却只能看见一片虚无
是不是上帝在我眼前遮住了帘　忘了掀开

你是我的眼　带我领略四季的变换
你是我的眼　带我穿越拥挤的人潮
你是我的眼　带我阅读浩瀚的书海
因为你是我的眼　让我看见这世界就在我眼前
就在我眼前

眼前的黑不是黑　你说的白是什么白
人们说的天空蓝　是我记忆中那团白云背后的蓝天
我望向你的脸　却只能看见一片虚无
是不是上帝在我眼前遮住了帘　忘了掀开

你是我的眼　带我领略四季的变换
你是我的眼　带我穿越拥挤的人潮
你是我的眼　带我阅读浩瀚的书海
因为你是我的眼　让我看见这世界就在我眼前

你是我的眼　带我领略四季的变换
你是我的眼　带我穿越拥挤的人潮
你是我的眼　带我阅读浩瀚的书海
因为你是我的眼　让我看见这世界就在我眼前
就在我眼前
				",林宥嘉,,,,153,36
