歌名,专辑名,歌词,演唱,作词,作曲,编曲,分享数,评论数
16月6日 晴MV,U-87,"
				16月6日 晴 
作曲:陈羽恒
填词:陈羽恒 
编曲：adrian chanl 
监制：alvin leong

别了她没有家还要问我可真睇化 
运气差脸上带暗哑 
行为仍然很高雅不敢有泪洒 
然而旁人仍在说笑话
日记中述记低和她那天一起卜卦 
又记写曾经与她家里插花 
章节里面有很多的戏码 
今天翻看了仍旧照哭泪仍照下 
道别了她心碎像似乱麻 
再妄想可以亲她一下 
但没法可将片段再捏拿 
独对手机中那号码
像发梦如天将塌下 
人呆立如傻瓜 
自问太蠢不会学懂欺诈
悔咎将口舌打结如麻 
万料也想不到笨也换来痛骂吗
没接她没送花还说道理将她点化 
没有讲说话去哄她 
独自在贬身价真的快乐吗 
在自问同时自答废话 
日记中又记低曾经与她海边吵架 
为了无聊浪漫海边去锯扒 
章节里面有很多变化 
今天观看了仍旧照哭泪仍照下 
道别了她心碎像似乱麻 
再妄想可以亲她一下 
但没法可将片段再捏拿 
送递情深的说话
纵耀眼如画最景致像无聊漫画 
印象如此的差揭露我的疮疤 
困惑如小青蛙可称霸 
道别了心碎似乱麻 
仍然没法强装潇洒 
发梦也无暇惊怕
没办法将片段再捏拿 
赤痛心里打结如麻 
像没法可以在这年华他却牵挂 
一切在等火化如像似落霞
等消化 
算吧
				",陈奕迅,陈羽恒,,,228,49
浮夸MV,U-87,"
				有人问我  我就会讲  但是无人来 
我期待  到无奈  有话要讲  得不到装载
我的心情犹像樽盖等被揭开 
咀巴却在养青苔 
人潮内  愈文静  愈变得  不受理睬
自己要搅出意外  像突然地高歌 
任何地方也像开四面台 
着最闪的衫  扮十分感慨 
有人来拍照  要记住插袋 

你当我是浮夸吧  夸张只因我很怕 
似木头  似石头的话  得到注意吗 
其实怕被忘记  至放大来演吧 
很不安  怎去优雅  
世上还赞颂沉默吗  不够爆炸  
怎么有话题 让我夸  做大娱乐家 

那年十八  母校舞会  站着如喽罗 
那时候  我含泪  发誓各位  必须看到我 
在世间平凡又普通的路太多 
无知你住哪一座  
情爱中 工作中  受过的忽视太多 
自尊已饱经跌堕  
重视能治肚饿  未曾获得过  便知我为何 
大动作很多  犯下这些错 
搏人们看着我  算病态么 

你当我是浮夸吧  夸张只因我很怕 
似木头  似石头的话  得到注意吗 
其实怕被忘记  至放大来演吧 
很不安  怎去优雅  
世上还赞颂沉默吗  不够爆炸  
怎么有话题 让我夸  做大娱乐家 

幸运儿并不多  若然未当过就知我为何 
用十倍苦心  做突出一个 
正常人够我  富议论性么 

你叫我做浮夸吧  加几声嘘声也不怕 
我在场  有闷场的话 
表演你看吗  够歇斯底里吗 
以眼泪淋花吧  一心只想你惊讶 
我旧时似未存在吗
加重注码  青筋也现形
话我知  现在存在吗

凝视我  别再只看天花 
我非你杯茶  也可尽情地喝吧 
别遗忘有人在  为你声沙
				",陈奕迅,黄伟文,C.Y. Kong,C.Y. in Londonl,2315,596
葡萄成熟时MV,U-87,"
				差不多冬至一早一晚还是有雨
当初的坚持现已令你很怀疑
很怀疑你最尾等到只有这枯枝
苦恋几多次悉心栽种
全力灌注所得竟不如
别个后辈收成时
这一次你真的很介意
但见旁人谈情何引诱
问到何时葡萄先熟透
你要静候再静候就算失收始终要守
日后尽量别教今天的泪白流
留低击伤你的石头
从错误里吸收
也许丰收月份尚未到你也得接受
或者要到你将爱酿成醇酒
时机先至熟透

应该怎么爱可惜书里从没记载
终于摸出来但岁月却不回来
不回来错过了春天可会再花开
一千种恋爱
一些需要情泪灌溉枯毁的温柔
在最后会长回来错的爱
乃必经的配菜
但见旁人谈情何引诱
问到何时葡萄先熟透
你要静候再静候
就算失收始终要守
日后尽量别教今天的泪白流
留低击伤你的石头
从错误里吸收
也许丰收月份尚未到你也得接受
或者要到你将爱酿成醇酒
时机先至熟透
想想天的一边亦有个某某在等候
Wo wo wo yeah yeah
一心只等葡萄熟透
尝杯酒 wo wowow
别让寂寞害你伤得一夜白头
仍得不需要的自由和最耀眼伤口
我知日后路上或没有更美的邂逅
但当你智慧都蕴酿成红酒
仍可一醉自救
谁都心酸过
那个没有
				",陈奕迅,黄伟文,Vincent Chow /Anfernee Cheung,Adrian Chan,4101,580
三个人的探戈MV,U-87,"
				58d





歌名: 	三个人的探戈
歌手: 	陈奕迅
专辑: 	U-87
作曲: 	陈羽恒 	填词: 	黄伟文
大厅并未因三人局促
闷的 	或是这首圆舞曲
无聊得她一说
你我抢着答复 	提议这天的节目
什麽玩具可三人共用
情欲涉及情义 	你自然流畅
这三角 	同盟 	游戏大半场
结局却不敢继续想 	有影皆三
我们从未讲过 	时候到该分拆麽
一个话想流汗 	学探戈
一个乐於配合 	行前授课
一个只好唱歌
三个独身人士 	在探戈
需要什麽舞步 	才能没有人错
人人亦 	投入到像拍拖
你们在挤开我 	可是要我拍和

莫非你俩早隐藏什麽
才可这样和谐合拍地探戈
这现场明明播三拍歌谣
却在跳出火辣效果
你俩一双 	我原来是一个
忘掉了通知我麽

一个话想流汗 	学探戈
一个乐於配合 	行前授课
一个只好唱歌
一个未可拿揑右与左
一对被牵制着 	全盘亦错
三个刚刚太多
三个若果同步学探戈
可有什麽舞步 	能容纳 	你和我
同时地围着转 	不迫我走
我 	三人行维持平衡地曼舞轻歌

0
				",陈奕迅,黄伟文,,,68,43
不良嗜好MV,U-87,"
				不良嗜好 
作曲:林一峰 
填词：黄伟文
编曲：林一峰 
Edward chan 
监制：alvin Leong

~
茶和咖啡 同样供给刺激 
可惜世上唯有烟 
热吻足我十年 
因此你天天迫我
但我一直未停 我愿长 情到底 明日不必戒烟 
好比继续待你好 习惯得太自然
本可以狠心改变 但我不想改变
情人闹我也好 情人罚我也好 
还时时待你 最好 
而情形就似 戒烟 明明陋习也好
然而就是我喜好 
兴奋地熬 

人人有些 
习惯不想放手
好比购物 是你的 
绝对尊贵自由 
即使戒之可得救 但你不想得救 
这问题 由我讲 我搅清楚已久 
早知快乐和有益 就似水碰着油 
不可以一起拥有 愿你都不追究
情人闹我也好 情人罚我也好 
还时时待你最好 
而情形就似戒烟 明明陋习也好
然而就是我喜好 
闻说相恋比恶习还恐怖 
闻说吸烟有害程度 
如小巫与大巫

情人闹我也好 情人罚我也好 
还时时待你最好 
而情形就似戒烟 明明陋习也好
然而就是戒不到 
闻说相恋比恶习惯还 恐怖 
而戒烟相对没难度 或者 
受到监管的确令人 苦恼
但你罗嗦都想我好 
难忍却又自豪
				",陈奕迅,黄伟文,林一峰,林一峰,750,146
怕死,U-87,"
				怕死 
作曲:雷颂德 
填词: 黄伟文
编曲：雷颂德 
监制：雷颂德

~
无端端今年开始很怕死 
年轻一点 一点都不顾忌 
轮到未 最怕活着 
但是没运气
争口气 
人一生很少多于一世纪 
还醒起很多任务未做 
不等於有期
够我逐件逐件地办理 
重新整理 谈恋爱 游天地 
做喜欢的工作和享受游戏
一死了 怎细味 一想死 
la...la...la...
强壮地吸口气 来看戏 
来打机 来接吻
来添饭 
来签些卡也好过去死 
o希 
如老友个个对我实在好 
何以要个个也到我
丧礼上狂号 还要人悼念 
真的太残酷 多恐怖 
如你你我我厌世便入土 
儿女与爱侣照顾的责任谁去做 
一想到 woo...
总却步 怎舍得死
谈恋爱 游天地 
做喜欢的工作和享受游戏 
一死了 怎细味 一讲起 
还是觉得很怕死 
埋在脚下黄土地 
难度会比这里有惊喜 
不舍得剩得你
谁在某天都会死 
无奈我并无准备 
留下未看的戏太早死 
不舍得合起眼地逃避
他不想死 她不想死 
落力站着但没实地 
你却放弃在原地
谁更弱 你问你
他不想死 她不想死 
落力站着但没实地 
你却厌世地逃避
oh...谈恋爱 游天地 
做喜欢的工作和享受游戏 
一死了 怎细味
迟早死 la...
o希 为何还提早死 
人人迟早够期 
今天为怎麽想死 
过两日再问你 
o希 完全忘记 
活着又另有趣味 
你未曾 到末期 
la...la...la... 
而我未 舍得你 
la...la...la...
				",陈奕迅,黄伟文,雷颂德,雷颂德,640,143
大个女MV,U-87,"
				其实系呀　系呀　你未有牙架
却谨记别说谎　应小心甩了大牙
系呀　你好吗　你就说话架啦
你在陪我讲心嘛

时光会逼你这副万金之躯
竞逐世上各样乜乜之最
你若决定要做最尾一名绝对允许
人生这可怕的染缸有所有污垢要面对
人转眼将会大个女

能变成李英爱能变边个人也相亲相爱
飘过了大海　愿风风雨雨都可以避开
你还要恋爱　我还记得爱儿女所爱
早习惯看开　你易容还是可爱
最重要心记得要开　来竞技角力赛
最终不管输赢都　一般可爱


其实系wor　系wor　你未算傻架wor
你使到父母亲　彼此都加倍谐和
系呀　你叻啦　你未有哥哥
你来替我添丁喎

时光会逼你这副万金之躯
竞逐世上各样乜乜之最
你若决定要做最尾一名绝对允许
人生这可怕的染缸有所有污垢要面对
人转眼将会大个女

能变成李英爱能变边个人也相亲相爱
飘过了大海　愿风风雨雨都可以避开
你还要恋爱　我还记得爱儿女所爱
早习惯看开　你易容还是可爱
最重要心记得要开　来竞技角力赛
最终不管输赢都　一般可爱

最重要心记得要开　来竞技角力赛
最终不管输赢都　一般可爱
				",陈奕迅,林夕,C.Y.Kong,C.Y. Kong,1259,156
新美人主义 (国)MV,U-87,"
				不要一脸惊奇看的是你是你是你
我们屏神静气为的是你是你是你
你的智美兼具活现新的美人主义
多年来我们一直寻觅的是你
你不要怀疑你的美丽
本来就是这样子
为什么你不学一次
对自己忠实就有美丽
脸上的美丽美在一时
你却有种永恒的颜色
让世界用你的名字
给美丽重新定义
美得不可思议没什么秘密
美得有意思因为你是你自己
不做谁的影子美丽以个性去展示
下一个传奇现在有你在这里开始
你不要怀疑你的美丽
本来就是这样子
为什么你不学一次
对自己忠实就有美丽
脸上的美丽美在一时
你却有种永恒的颜色
让世界用你的名字
给美丽重新定义
美得不可思议没什么秘密
美得有意思因为你是你自己
美得不可思议你有你微笑的方式
美得有意思万中无一的气质
不做谁的影子美丽以个性去展示
下一个传奇现在有你在这里开始
不要一脸惊奇看的是你是你是你
我们屏神静气为的是你是你是你
你的智美兼具活现新的美人主义
多年来我们一直寻觅的是你
				",陈奕迅,黄伟文,Eric Kwok,Ted Lo,246,47
遇见了你 (国)MV,U-87,"
				遇见了你 让生命美好
我看见繁华的春天爱情如阳光闪耀
我给你我的爱
离开了我 你默默低头
我看见往事如云烟 爱情沉重的忧愁
那依旧温暖的笑容啊
那不再提起的永恒
那曾经完整的美梦啊
此时此刻 你也会遗憾吗
终于你离开了 带着我给你的爱
带着我的幸福飞到了天边
到另一个世界留下我的伤
终于你离开了我
离开了我 你默默低头
我看见往事如云烟 爱情沉重的忧愁
那依旧温暖的笑容啊
那不再提起的永恒
那曾经完整的美梦啊
此时此刻 你也会遗憾吗
终于你离开了 带着我给你的爱
带着我的幸福飞到了天边
到另一个世界留下我的伤
终于你离开了我
爱到最深处不该怨尤
是对自己的承诺
只是他不曾了解我
告诉他 我还爱他
终于你离开了 带着我给你的爱
带着我的幸福飞到了天边
到另一个世界留下我的伤
终于你离开了 带着我给你的爱
带着我的幸福飞到了天边
到另一个世界留下我的伤
终于你离开了我
				",陈奕迅,李雨寰,李雨寰,,665,196
夕阳无限好 (只是近黄昏) (Remix),U-87,"
				夕阳无限好 - 陈奕迅
多经典的歌后
一刹眼已走
缠绵着青葱的山丘
转眼变蚁丘
这个刹那宇宙
拒绝永久
世事无常还是未看够
还未看透
多好玩的东西
早晚会放低
从前并肩的好兄弟
可会撑到底
爱侣爱到一个地步
便另觅安慰
枉当初苦苦送礼
最艳的花卉
最后化烂泥
夕阳无限好
天色已黄昏
本想去凭爱
去换最灿烂一生
想不到长吻
带来更永恒伤感
夕阳无限好
却是近黄昏
高峰的快感
刹那失憾
风花雪月不肯等人
要献便献吻
多风光的海岛
一秒变废土
长存在心底的倾慕
一秒够细数
每秒每晚彷似大盗
偷走的青春一天天变老
只可追忆到
想再追不到
夕阳无限好
天色已黄昏
本想去凭爱
去换最灿烂一生
想不到长吻
带来更永恒伤感
夕阳无限好
却是近黄昏
高峰的快感
刹那失陷
风花雪月不肯等人
要献便献吻
好风景多的是
夕阳平常事
然而每天眼见的
永远不相似
				",陈奕迅,,,,101,30
稳稳的幸福MV电影《越来越好之村晚》主题曲,稳稳的幸福,"
				有一天
  我发现自怜资格都已没有
  只剩下不知疲倦的肩膀
  担负着简单的满足
  有一天
  开始从平淡日子感受快乐
  看到了明明白白的远方
  我要的幸福
  我要稳稳的幸福
  能抵挡末日的残酷
  在不安的深夜
  能有个归宿
  我要稳稳的幸福
  能用双手去碰触
  每次伸手入怀中
  有你的温度
  有一天
  我发现自怜资格都已没有
  只剩下不知疲倦的肩膀
  担负着简单的满足
  有一天
  开始从平淡日子感受快乐
  看到了明明白白的远方
  我要的幸福
  我要稳稳的幸福
  能抵挡末日的残酷
  在不安的深夜
  能有个归宿
  我要稳稳的幸福
  能用双手去碰触
  每次伸手入怀中
  有你的温度
 我要稳稳的幸福
 能抵挡失落的痛楚
 一个人的路途
 也不会孤独
 我要稳稳的幸福
 能用生命做长度
 无论我身在何处
 都不会迷途
 我要稳稳的幸福
 这是我想要的幸福
				",陈奕迅,小柯,小柯,小柯,47528,6598
无人之境MV,Time Flies,"
				让理智在叫着冷静冷静 还恃住年少气盛
让我对着冲动背着宿命 浑忘自己的姓

沉睡的凶猛在苏醒 完全为你现形
这个世界最坏罪名 叫太易动情 
但我喜欢这罪名

惊天动地 只可惜天地亦无情
不敢有风 不敢有声 这爱情无人证
飞天遁地 贪一刻的乐极忘形
好想说谎 不眨眼睛 这爱情无人性

若世界陷进大骗局里面 朋友亦难以发现
共你隔着空在秘密通电 挑战道德底线

如若早三五年相见 何来内心交战
我信与你继续乱缠 难再有发展 但我想跟你乱缠

惊天动地 只可惜天地亦无情
不敢有风 不敢有声 这爱情无人证
飞天遁地 贪一刻的乐极忘形
好想说谎 不眨眼睛 似进入无人境

即使间 整个约会情调幽暗似地下城
还是算温馨 
多么想跟你散步桥上把臂看着风景
但是我清醒 
月亮总不肯照亮情欲深处那道背影
你我像快快乐乐 同游在异境 
浪漫到一起惹绝症

不想说明 只想反应

监制: Eric Kwok
Arranged & Produced by Eric Kwok
Drums: Donald Ashley
Bass: Chan Siu Kei
Guitar: 苏德华
Piano & Programming: Eric Kwok
Chorus: Eason Chan & Eric Kwok
Recorded by Anthony Leung at Avon Recording Studios
Mixed by Ah Cheung at Avon Recording Studios

OP: Snowman Production Ltd/ Wyman (admin by EMI Music Publishing HK)
SP: Warner/ Chappell Music HK Ltd
				",陈奕迅,黄伟文,Eric Kwok,Eric Kwok,13323,2193
大人MV,Time Flies,"
				普罗大众 过了十八 膊头开始重
追求大勇 勇到廿八 膊头开始痛

得到一些钞票 赚不到几多欢笑
又彷佛听到心跳弱了
呕心搞些搞作 但青春都给挥霍
何不开心吹吹那号角 人本来要吃喝

请变大快乐气氛
尖叫吧 你是人 
这责任 你亦有份
请发现 你是人

当人大了 你有没有 哈哈哈哈哈哈笑
一场玩笑 我笑着说 你未必想笑

得到张身份证 但得到几多尊敬
随身的东西不够做证 
听到很多歪理 大家都一于少理
事不关己不肯费力气 宁愿拿去放屁

请变大 快乐气氛
尖叫吧 你是人
这责任 你亦有份
请发现 你是人

你是人 我也是人
当天你变大我 
我是人 你也是人
今天我变大你 

当人大了反觉渺小
当人大了知有不妙
当童话已惨被揭晓
我仍然是会大笑 大叫 大跳 为了 快乐当治疗

你是人 我也是人
当天你变大我
我是人 你也是人
今天我变大你

监制: Eric Kwok
Arranged & Produced by Eric Kwok
All Sound Design & Programming: Eric Kwok
Chorus: Asharpsingers & Eason Chan
Recorded by Anthony Leung at Avon Recording Studios
Mixed by Frankie Hung at Avon Recording Studios

OP: Snowman Production Ltd / Shoot The Lyricist (admin by Universal Music Publishing Ltd)
SP: Warner/ Chappell Music HK Ltd
				",陈奕迅,陈咏谦,Eric Kwok,Eric Kwok,197,42
一丝不挂MV,Time Flies,"
				分手时内疚的你一转脸
为日后不想有甚么牵连
当我工作睡觉祷告娱乐那么刻意过好每天
谁料你见松绑了又愿见面
谁当初想摆脱被围绕左右
过后谁人被遥控於世界尽头
勒到呼吸困难才知变扯线木偶
这根线其实说到底 谁拿捏在手
不聚不散 只等你给另一对手擒获
那时青丝 不会用上余生来量度
但我拖着躯壳 发现沿途寻找的快乐
仍系于你肩膊 或是其实在等我舍割
然后断线风筝会直飞天国
这些年望你紧抱他出现
还凭何担心再互相纠缠
给我找个伴侣找到留下你的足印也可发展
全为你背影逼我步步向前
如一根丝牵引着拾荒之路
结在喉咙内痕痒得似有还无
为你安心我在微笑中想吐未吐
只想你和伴侣要好才顽强病好
不聚不散 只等你给另一对手擒获
以为青丝 不会用上余生来量度
但我拖着躯壳 发现沿途寻找的快乐
仍系于你肩膊 或是其实在等我舍割
然后断线风筝会直飞天国
一直不觉 困绑我的未可扣紧承诺
满头青丝 想到白了仍懒得脱落
被你牵动思觉 最后谁愿缠绕到天国
然后撕裂躯壳 欲断难断在 不甘心去舍割
难道爱本身可爱在于束缚
无奈你我牵过手 没绳索
				",陈奕迅,林夕,Christopher Chak,陈珀,29523,6007
陀飞轮MV,Time Flies,"
				过去十八岁 没戴表 不过有时间
够我 没有后顾 野性贪玩

霎眼廿七岁 时日无多方不敢偷懒
宏愿纵未了 奋斗总不太晚

然后突然今秋 
望望身边 应该有 已尽有
我的美酒 跑车 相机 金表 也讲究
直到世间 个个也妒忌 仍不怎么富有
用我尚有 换我没有 其实已用尽所拥有

曾付出 几多心跳 
来换取一堆堆的发票
人值得 命中减少几秒 多买一只表
秒速 捉得紧了 
而皮肤竟偷偷松了
为何用到尽了 至知哪样紧要

劳力是无止境 
活着多好 不需要 靠物证
也不以高薪 高职 高级品 搏尊敬
就算搏到 伯爵那地位 和萧邦的隽永
卖了任性 日拼夜拼 忘掉了为甚么高兴

曾付出 几多心跳 
来换取一堆堆的发票
人值得 命中减少几秒 多买一只表
秒速 捉得紧了 
而皮肤竟偷偷松了
为何用到尽了 至知哪样紧要

记住那关于光阴的教训
回头走天已暗
你献出了十寸 时和分
可有换到十寸金

还剩低 几多心跳 
人面跟水晶表面对照
连自己 亦都分析不了 得到多与少
也许 真的疯了 
那个倒影 多么可笑
灵魂若变卖了 上链也没心跳

银或金 都不紧要 
谁造机芯 一样了
计划了 照做了 得到了 时间却太少

还剩低 几多心跳 
还在数 赶不及了
昂贵是这刻 我觉悟了
在时计里 看破一生 渺渺

监制: Alvin Leong
Arranged by Gary Tong
Produced by Alvin Leong
Piano, Synthesizers & Programming: Gary Tong
Guitars: Yin Wong (DVD version)
Drums: Davy Chan (DVD version)
Bass: Ho Chun Kit (DVD version)
Backing Vocals: Patrick Lui
Digital Editing: Amic Tang
Vocals Recorded by Anthony Leung at Avon Recording Studios
Vocals Recorded by Anthony Leung & Lee Wai Ming at Avon Recording Studios (DVD version)
Recorded by Gary Tong at GT Studio
Drums Recorded by Ken Au at Aroom Studio (DVD version)
Mixed by Frankie Hung & Amic Tang at Avon Recording Studios

OP: Sense (admin by East Asia Music Publishing Ltd)/Wyman (admin by EMI Music Publishing HK)
				",陈奕迅,黄伟文,Vincent Chow@Sense,Gary Tong,12878,1868
心腹MV麦当劳35周年主题曲,Time Flies,"
				口 通向腹 通向心 通向彼此忆记
每幕都这么美 
他 邀约她 邀约他 吃着早餐等你
我在餐厅识你

记住溶化的距离 记住相通的天地
BaDa Ba Ba Ba 
每场痛快历奇
记住完美的假期 记住一起的滋味
BaDa Ba Ba Ba 
耳目心腹手口鼻
结伴分享色香味
BaDa Ba Ba Ba Ba

一班好友 叫做手足吗 心腹吗
一餐欢宴 熟人要有吧 送暖递茶
一口小吃 会直通心吗
一番体贴 一点亲切 未来也有吧 至老掉牙

给我一个包 你一个包 你跟我不结交 也可吃饱
最好笑的笑话 却不会包
最好你跟我可以紧靠
说着笑着吃包 
包你 逐条味蕾末梢
马上化做快乐气泡 飞上月球做巢

口 通向腹 通向心 通向彼此忆记
以食谱写周记

记住溶化的距离 记住相通的天地
BaDa Ba Ba Ba 
每场痛快历奇
记住完美的假期 记住一起的滋味
BaDa Ba Ba Ba 
每啖都想分给你

BaDa Ba Ba Ba 

一班好友 叫做手足吗 心腹吗
一餐欢宴 熟人要有吧 送暖递茶
一口小吃 会直通心吗
一番体贴 一点亲切 未来也有吧 至老掉牙

给我一个包 你一个包 你跟我不结交 也可吃饱
最好笑的笑话 却不会包
最好你跟我可以紧靠
说着笑着吃包 
包你 逐条味蕾末梢
马上化做快乐气泡 飞上月球做巢

记住溶化的距离 记住相通的天地
BaDa Ba Ba Ba 
友谊永固传奇
记住完美的假期 记住一起的滋味
BaDa Ba Ba Ba 
见面怎么都不腻

记住年少的好奇 记住青春的品味
BaDa Ba Ba Ba 
以浓淡计日期
记住时间的诡秘 记住光阴的旖旎
BaDa Ba Ba Ba 
带着心腹心足地
每日分享色香味 

I'm lovin' it　
I'm lovin' it
BaDa Ba Ba Ba 
I'm lovin' it

监制: Eric Kwok
Arranged & Produced by Eric Kwok
All Sound Design & Programming: Eric Kwok
Chorus: Eric Kwok & Eason Chan
Recorded by Anthony Leung at Avon Recording Studios
Mixed by Anthony Leung at Avon Recording Studios

OP: Snowman Production Ltd/Wyman (admin by EMI Music Publishing HK)
SP: Warner/ Chappell Music HK Ltd
				",陈奕迅,黄伟文,Eric Kwok,Eric Kwok,161,40
味之素MV,Time Flies,"
				明治通 的快餐 也都有用 
猿乐町 的主妇 也都有用
谁做菜 想好吃 炉灶上 厨柜中 总是有一桶

豚角煮 加两羹 拇指会动　
全日本 炒的菜 也保证用
连脷尖 都适应 如美食 入了樽 怎么你不碰

为何热吻要共真的爱人 
谁话报刊供应真相的养份
美梦已 那样似 为何成真

假的我都想要 令我口干我都想要　
一天五餐也被落重料 教我又怎么去习惯 调味太少 嘴都刁了

华尔街 通化街 也都有用　
牛脷酥 鸡鲍翅 也都有用
如若你 这一世 能变做 垃圾桶 餐餐有好餸

回肠荡气 这味精不太浓　
平淡会死 得半枝醋 不够用
上阵网 看部戏 照例附送　
渗入你 渗入我 全球流通

假的我都想要 令我口干我都想要　
一天五餐也被落重料 教我又怎么去习惯 调味太少 寡守不了

真的我不想要 大概真的吃不消了
假的那么惹味 谁清高到会落清水吃面条　
还是你糖盐辣酱 都戒清了

监制: Alvin Leong
Arranged by C. Y. Kong
Produced by Alvin Leong
All Keyboards, Synthesizers, Programming, Editing & Tweaks: C. Y.
Music Recorded at seewisehk, engineered by C. Y.
Vocals Recorded by Anthony Leung & Amic Tang at Avon Recording Studios
Mixed by Simon Li at Noiz

OP: J. Music/ DAAARE MUSIC/ Warner/ Chappell Music HK Ltd/ Wyman (admin by Universal Music Publishing Ltd)
SP: Peermusic (S.E. Asia) Ltd
				",陈奕迅,黄伟文,陈羽恒@DAAARE MUSIC,C Y Kong,80,27
烟味MV《裙下之臣》国语版,认了吧,"
				这乌云密布在徘徊 
那阴沉的远方 开始打雷 
大雨痛快的粉碎 
那些负面情绪 一把火消灭 
谁要比谁干脆 
如果我错 直接下跪
内心角落的胆怯
终于也俯首认罪 

颓废 混杂着烟味
我满脸胡渣 在自得其乐的世界 
颓废 我微醺的醉
对镜子傻笑 脸上的快乐很直接 
颓废 在最深的夜
一个人独处 我竟然会 爱上那种感觉 
安静的很绝对 

这玫瑰终究会凋谢 
泥土在 嘲笑着 那些绿叶 
春天终于 也妥协 
开始朝着死亡 那一边倾斜
我脚下的影子 
从来不肯 试着像谁 
风雨扫过 几条街 
我也不受谁威胁

颓废 混杂着烟味
我满脸胡渣 在自得其乐的世界 
颓废 我微醺的醉
对镜子傻笑 脸上的快乐很直接 
颓废 在最深的夜
一个人独处 我竟然会 爱上那种感觉 
安静的很绝对

喝一口咖啡 继续打几页 
累了平躺我就睡 
习惯在凌乱之中被了解 
桌面上厚厚的纸屑 
我可以从里面再写出一个世界 

颓废 混杂着烟味
我满脸胡渣 在自得其乐的世界 
颓废 我微醺的醉
对镜子傻笑 脸上的快乐很直接 
颓废 在最深的夜 
一个人独处 我竟然会 爱上那种感觉 
安静的很绝对

Produced by Davy Chan / C Y Kong / 陈奕迅
Production Coordination: Stanley Leung & Kevin Tsang
Arrangement & Programming: Alex San
Additional Programming: Davy Chan & C Y Kong
Drums: Davy Chan
Keyboards: Alex San ""n"" Bjork Chong
Bass: Kelly (Playroom)
Guitar: Haji (Playroom)
Strings Arranged & Conducted by 陈珀
Recorded at aroom studio & seewisehk,
engineered by Davy Chan & C Y Kong
Synths, Bass & Guitars recorded at Playroom (Malaysia),
engineered by Alex San 
Vocals recorded at Avon Studios, 
engineered by Anthony Leung, Amic & 钟连茵
Mixed by Simon ""Delay Not Done By Me"" Li at nOiz

OP: 108DB.MUZIK (adm by EMI Music Publishing HK) / Alfa Music Publishing Co Ltd
(SP: BMG Music Publishing HK Ltd)
				",陈奕迅,方文山,Alex San,Alex San,1472,332
淘汰MV,认了吧,"
				我说了所有的谎　你全都相信
简单的我爱你　你却老不信
你书里的剧情　我不想上演
因为我喜欢　喜剧收尾

我试过完美放弃　的确很踏实
醒来了 梦散了　你我都走散了
情歌的词何必押韵　就算我是Ｋ歌之王
也不见得把 爱情唱得完美

只能说我输了　也许是你怕了
我们的回忆没有皱摺　你却用离开烫下句点
只能说我认了　你的不安赢得你信任
我却得到你安慰的淘汰

我试过完美放弃　的确很踏实
醒来了 梦散了　你我都走散了
情歌的词何必押韵　就算我是Ｋ歌之王
也不见得把 爱情唱得完美

只能说我输了　也许是你怕了
我们的回忆没有皱摺　你却用离开烫下句点
只能说我认了　你的不安赢得你信任
我却得到你安慰的淘汰

只能说我输了　也许是你怕了
我们的回忆没有皱摺　你却用离开烫下句点
只能说我认了　你的不安赢得你信任
我却得到你安慰的淘汰

Produced by Davy Chan / C Y Kong / 陈奕迅
Production Coordination: Stanley Leung
Arrangement, Keyboards & Programming: C Y Kong
Drums: Davy Chan
Bass: Pal 哥
Guitar: 亚贤
Strings Arranged & Conducted by 陈珀
Recorded at aroom studio & seewisehk,
engineered by Davy Chan, Rob Porter & C Y Kong
Vocals recorded at Conrad's Studios & Avon Studios, 
engineered by 黄尚伟 & Davy Chan & Amic
Mixed by Simon Li at nOiz

OP: JVR Music Int'l Co Ltd
				",陈奕迅,周杰伦,周杰伦,C.Y. Kong,6768,1240
